Image,Path,Class,Target
000000011702.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000011702.jpg,fake,0
000000011926.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000011926.jpg,fake,0
000000011931.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000011931.jpg,fake,0
000000011987.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000011987.jpg,fake,0
000000012079.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000012079.jpg,fake,0
000000012179.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000012179.jpg,fake,0
000000012349.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000012349.jpg,fake,0
000000012382.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000012382.jpg,fake,0
000000012626.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000012626.jpg,fake,0
000000013273.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000013273.jpg,fake,0
000000013769.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000013769.jpg,fake,0
000000013843.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000013843.jpg,fake,0
000000014008.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000014008.jpg,fake,0
000000014152.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000014152.jpg,fake,0
000000014546.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000014546.jpg,fake,0
000000014768.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000014768.jpg,fake,0
000000015071.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015071.jpg,fake,0
000000015260.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015260.jpg,fake,0
000000015262.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015262.jpg,fake,0
000000015266.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015266.jpg,fake,0
000000015318.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015318.jpg,fake,0
000000015542.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015542.jpg,fake,0
000000015759.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015759.jpg,fake,0
000000015876.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015876.jpg,fake,0
000000015953.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015953.jpg,fake,0
000000015987.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015987.jpg,fake,0
000000015994.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000015994.jpg,fake,0
000000016071.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000016071.jpg,fake,0
000000016180.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000016180.jpg,fake,0
000000016188.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000016188.jpg,fake,0
000000016243.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000016243.jpg,fake,0
000000016335.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000016335.jpg,fake,0
000000016578.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000016578.jpg,fake,0
000000016814.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000016814.jpg,fake,0
000000017313.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000017313.jpg,fake,0
000000017489.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000017489.jpg,fake,0
000000017585.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000017585.jpg,fake,0
000000017769.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000017769.jpg,fake,0
000000017936.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000017936.jpg,fake,0
000000017967.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000017967.jpg,fake,0
000000018048.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000018048.jpg,fake,0
000000018127.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000018127.jpg,fake,0
000000018359.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000018359.jpg,fake,0
000000018555.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000018555.jpg,fake,0
000000019387.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000019387.jpg,fake,0
000000019916.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000019916.jpg,fake,0
000000019957.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000019957.jpg,fake,0
000000020213.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000020213.jpg,fake,0
000000020434.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000020434.jpg,fake,0
000000020464.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000020464.jpg,fake,0
000000020576.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000020576.jpg,fake,0
000000020777.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000020777.jpg,fake,0
000000022142.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000022142.jpg,fake,0
000000022879.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000022879.jpg,fake,0
000000023134.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000023134.jpg,fake,0
000000023140.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000023140.jpg,fake,0
000000023587.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000023587.jpg,fake,0
000000023603.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000023603.jpg,fake,0
000000024195.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000024195.jpg,fake,0
000000025481.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000025481.jpg,fake,0
000000025535.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000025535.jpg,fake,0
000000025758.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000025758.jpg,fake,0
000000026002.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000026002.jpg,fake,0
000000026029.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000026029.jpg,fake,0
000000026072.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000026072.jpg,fake,0
000000026362.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000026362.jpg,fake,0
000000026501.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000026501.jpg,fake,0
000000026652.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000026652.jpg,fake,0
000000026809.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000026809.jpg,fake,0
000000026970.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000026970.jpg,fake,0
000000027158.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000027158.jpg,fake,0
000000027163.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000027163.jpg,fake,0
000000028523.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000028523.jpg,fake,0
000000028881.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000028881.jpg,fake,0
000000029149.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000029149.jpg,fake,0
000000029161.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000029161.jpg,fake,0
000000029224.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000029224.jpg,fake,0
000000029711.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000029711.jpg,fake,0
000000029755.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000029755.jpg,fake,0
000000029891.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000029891.jpg,fake,0
000000029913.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000029913.jpg,fake,0
000000030109.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000030109.jpg,fake,0
000000030769.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000030769.jpg,fake,0
000000031017.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000031017.jpg,fake,0
000000031524.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000031524.jpg,fake,0
000000032105.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000032105.jpg,fake,0
000000032308.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000032308.jpg,fake,0
000000032364.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000032364.jpg,fake,0
000000032442.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000032442.jpg,fake,0
000000032562.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000032562.jpg,fake,0
000000032575.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000032575.jpg,fake,0
000000032578.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000032578.jpg,fake,0
000000032724.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000032724.jpg,fake,0
000000033383.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000033383.jpg,fake,0
000000033721.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000033721.jpg,fake,0
000000033902.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000033902.jpg,fake,0
000000034020.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000034020.jpg,fake,0
000000034557.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000034557.jpg,fake,0
000000034702.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000034702.jpg,fake,0
000000034793.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000034793.jpg,fake,0
000000034865.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000034865.jpg,fake,0
000000035176.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000035176.jpg,fake,0
000000035599.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000035599.jpg,fake,0
000000035936.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000035936.jpg,fake,0
000000035952.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000035952.jpg,fake,0
000000036051.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000036051.jpg,fake,0
000000036197.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000036197.jpg,fake,0
000000036218.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000036218.jpg,fake,0
000000036447.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000036447.jpg,fake,0
000000036726.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000036726.jpg,fake,0
000000037038.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000037038.jpg,fake,0
000000037158.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000037158.jpg,fake,0
000000037181.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000037181.jpg,fake,0
000000037291.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000037291.jpg,fake,0
000000037549.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000037549.jpg,fake,0
000000037727.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000037727.jpg,fake,0
000000038186.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000038186.jpg,fake,0
000000038697.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000038697.jpg,fake,0
000000038840.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000038840.jpg,fake,0
000000038892.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000038892.jpg,fake,0
000000038895.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000038895.jpg,fake,0
000000038955.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000038955.jpg,fake,0
000000038963.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000038963.jpg,fake,0
000000039010.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000039010.jpg,fake,0
000000039277.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000039277.jpg,fake,0
000000039447.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000039447.jpg,fake,0
000000039528.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000039528.jpg,fake,0
000000039580.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000039580.jpg,fake,0
000000039900.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000039900.jpg,fake,0
000000040248.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000040248.jpg,fake,0
000000040335.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000040335.jpg,fake,0
000000040418.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000040418.jpg,fake,0
000000040746.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000040746.jpg,fake,0
000000041231.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000041231.jpg,fake,0
000000041251.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000041251.jpg,fake,0
000000041293.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000041293.jpg,fake,0
000000041458.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000041458.jpg,fake,0
000000041781.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000041781.jpg,fake,0
000000042069.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000042069.jpg,fake,0
000000042336.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000042336.jpg,fake,0
000000042960.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000042960.jpg,fake,0
000000044204.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000044204.jpg,fake,0
000000044953.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000044953.jpg,fake,0
000000045094.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000045094.jpg,fake,0
000000045097.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000045097.jpg,fake,0
000000045830.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000045830.jpg,fake,0
000000046155.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000046155.jpg,fake,0
000000046212.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000046212.jpg,fake,0
000000046327.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000046327.jpg,fake,0
000000046345.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000046345.jpg,fake,0
000000046385.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000046385.jpg,fake,0
000000047175.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000047175.jpg,fake,0
000000047548.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000047548.jpg,fake,0
000000047654.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000047654.jpg,fake,0
000000047780.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000047780.jpg,fake,0
000000047942.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000047942.jpg,fake,0
000000048035.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000048035.jpg,fake,0
000000048658.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000048658.jpg,fake,0
000000048665.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000048665.jpg,fake,0
000000050161.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000050161.jpg,fake,0
000000050753.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000050753.jpg,fake,0
000000050827.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000050827.jpg,fake,0
000000051119.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000051119.jpg,fake,0
000000051223.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000051223.jpg,fake,0
000000051322.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000051322.jpg,fake,0
000000051639.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000051639.jpg,fake,0
000000051735.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000051735.jpg,fake,0
000000051941.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000051941.jpg,fake,0
000000052010.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000052010.jpg,fake,0
000000052109.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000052109.jpg,fake,0
000000052267.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000052267.jpg,fake,0
000000052433.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000052433.jpg,fake,0
000000052435.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000052435.jpg,fake,0
000000052637.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000052637.jpg,fake,0
000000052847.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000052847.jpg,fake,0
000000053102.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000053102.jpg,fake,0
000000053454.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000053454.jpg,fake,0
000000053455.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000053455.jpg,fake,0
000000053479.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000053479.jpg,fake,0
000000053490.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000053490.jpg,fake,0
000000053929.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000053929.jpg,fake,0
000000054341.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000054341.jpg,fake,0
000000054521.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000054521.jpg,fake,0
000000054718.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000054718.jpg,fake,0
000000054747.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000054747.jpg,fake,0
000000054912.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000054912.jpg,fake,0
000000054959.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000054959.jpg,fake,0
000000055594.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000055594.jpg,fake,0
000000055618.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000055618.jpg,fake,0
000000056040.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000056040.jpg,fake,0
000000056158.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000056158.jpg,fake,0
000000056849.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000056849.jpg,fake,0
000000056892.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000056892.jpg,fake,0
000000057339.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000057339.jpg,fake,0
000000057571.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000057571.jpg,fake,0
000000058099.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000058099.jpg,fake,0
000000058250.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000058250.jpg,fake,0
000000058397.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000058397.jpg,fake,0
